15.000000
33573.000000 932.767824 932.795608 3.415751
24558.000000 536.086003 536.107834 336.162758
23615.000000 522.771802 522.793940 427.293881
23140.000000 502.612816 502.634538 421.947234
22631.000000 502.733080 502.755296 425.061243
22554.000000 510.796301 510.818950 429.566729
22103.000000 516.380227 516.403591 445.633941
21905.000000 510.565694 510.589003 447.637937
21771.000000 522.705180 522.729191 452.133618
21161.000000 514.025688 514.049980 475.556259
21205.000000 510.498370 510.522445 480.932705
20944.000000 512.913512 512.938003 484.770865
20417.000000 512.899114 512.924236 502.919234
19237.000000 511.772415 511.799020 526.242449
14181.000000 512.437165 512.473303 552.469008
