11.000000
37716.000000 831.114379 831.136415 3.083652
49005.000000 513.607569 513.618050 161.582838
49187.000000 519.968626 519.979198 172.538435
46244.000000 496.013095 496.023821 177.992237
43395.000000 503.121577 503.133172 191.864846
38442.000000 510.018010 510.031277 205.170699
35898.000000 509.956740 509.970946 225.984902
32999.000000 525.534506 525.550433 258.761629
27836.000000 525.636383 525.655267 317.171181
22480.000000 524.552150 524.575485 398.576779
1946.000000 533.333347 533.607554 472.560123
