00054246.000000 00000520.860107 00000520.869751 00000002.815617 00000000.007812
00027818.000000 00000436.780944 00000436.796661 00000195.029556 00000000.007812
00015010.000000 00000525.117797 00000525.152771 00000718.644226 00000000.007812
00014357.000000 00000513.534545 00000513.570312 00000722.658020 00000000.007812
00014064.000000 00000504.238891 00000504.274749 00000731.256042 00000000.007812
00010308.000000 00000510.902130 00000510.951721 00000727.683471 00000000.007812
00013164.000000 00000502.347045 00000502.385223 00000725.621521 00000000.007812
00014574.000000 00000515.088317 00000515.123657 00000748.098815 00000000.007812
00014642.000000 00000505.997345 00000506.031890 00000751.995300 00000000.007812
00014584.000000 00000515.849792 00000515.885192 00000743.391174 00000000.007812
00014222.000000 00000521.544372 00000521.581054 00000773.986938 00000000.007812
00014353.000000 00000513.686157 00000513.721984 00000763.122497 00000000.007812
00014247.000000 00000505.248718 00000505.284179 00000764.554626 00000000.007812
00014450.000000 00000512.163818 00000512.199279 00000772.757446 00000000.007812
00014510.000000 00000497.073547 00000497.107788 00000760.478454 00000000.007812
00014492.000000 00000519.007568 00000519.043334 00000781.883911 00000000.007812
00014272.000000 00000513.229309 00000513.265258 00000787.152282 00000000.007812
00014259.000000 00000509.955505 00000509.991272 00000780.059326 00000000.007812
00014316.000000 00000503.136901 00000503.172058 00000768.061828 00000000.007812
00014326.000000 00000508.252471 00000508.287963 00000781.509277 00000000.007812
00014650.000000 00000516.034545 00000516.069763 00000785.669616 00000000.007812
00014672.000000 00000500.101654 00000500.135742 00000760.218078 00000000.007812
00014490.000000 00000522.770019 00000522.806091 00000796.044555 00000000.007812
00014459.000000 00000504.592620 00000504.627532 00000778.471801 00000000.007812
00014387.000000 00000508.666259 00000508.701599 00000776.084655 00000000.007812
00014284.000000 00000503.539611 00000503.574859 00000775.964660 00000000.007812
00014568.000000 00000499.476043 00000499.510314 00000775.595825 00000000.007812
00014764.000000 00000515.166870 00000515.201782 00000788.539001 00000000.007812
00014677.000000 00000511.158630 00000511.193450 00000781.799804 00000000.007812
00014459.000000 00000523.253295 00000523.289489 00000792.467590 00000000.007812
00014780.000000 00000568.978942 00000569.017395 00000002.999661 00000000.007812
00027295.000000 00000444.126129 00000444.142395 00000184.216918 00000000.007812
00015072.000000 00000527.557495 00000527.592529 00000728.508972 00000000.007812
00014925.000000 00000509.107086 00000509.141204 00000727.777648 00000000.007812
00014568.000000 00000508.228851 00000508.263763 00000734.144287 00000000.007812
00014688.000000 00000506.310913 00000506.345397 00000727.429199 00000000.007812
00014650.000000 00000511.675872 00000511.710784 00000746.195007 00000000.007812
00014550.000000 00000504.257080 00000504.291748 00000750.293579 00000000.007812
00013470.000000 00000517.240051 00000517.278442 00000745.496215 00000000.007812
00013563.000000 00000521.441833 00000521.480285 00000778.839416 00000000.007812
00013906.000000 00000515.223205 00000515.260253 00000759.754638 00000000.007812
00014189.000000 00000505.488281 00000505.523895 00000772.071166 00000000.007812
00014107.000000 00000516.444946 00000516.481567 00000769.336242 00000000.007812
00013938.000000 00000514.614257 00000514.651184 00000769.147583 00000000.007812
00013912.000000 00000507.549743 00000507.586242 00000768.046203 00000000.007812
00014031.000000 00000522.229553 00000522.266784 00000797.371337 00000000.007812
00013928.000000 00000505.138610 00000505.174896 00000767.307250 00000000.007812
00013799.000000 00000517.723999 00000517.761535 00000793.185058 00000000.007812
00013856.000000 00000506.256439 00000506.292999 00000773.719909 00000000.007812
00013891.000000 00000512.759643 00000512.796569 00000796.154418 00000000.007812
00013754.000000 00000504.389770 00000504.426422 00000785.728515 00000000.007812
00014070.000000 00000516.158569 00000516.195251 00000790.533264 00000000.007812
00013866.000000 00000507.832672 00000507.869293 00000782.869628 00000000.007812
00013850.000000 00000511.499786 00000511.536743 00000785.596435 00000000.007812
00013960.000000 00000503.044677 00000503.080718 00000784.665893 00000000.007812
00013780.000000 00000499.985656 00000500.021942 00000783.382751 00000000.007812
00013080.000000 00000510.560943 00000510.599975 00000782.621948 00000000.007812
00013844.000000 00000511.705993 00000511.742980 00000781.940185 00000000.007812
00013811.000000 00000527.148315 00000527.186523 00000800.490051 00000000.007812
00010308.000000 00000377.193725 00000377.230316 00000003.463620 00000000.007812
00030950.000000 00000406.688873 00000406.701995 00000003.468755 00000000.007812
00021502.000000 00000520.111511 00000520.135681 00000001.069156 00000000.007812
00020507.000000 00000596.434143 00000596.463256 00000001.096991 00000000.007812
00019249.000000 00000394.569183 00000394.589660 00000000.818016 00000000.007812
00018942.000000 00000584.002441 00000584.033264 00000001.146288 00000000.007812
00019727.000000 00000469.072967 00000469.096740 00000001.120596 00000000.007812
00019322.000000 00000435.805969 00000435.828521 00000000.816789 00000000.007812
00021542.000000 00000575.982849 00000576.009582 00000001.068378 00000000.007812
00021004.000000 00000493.758209 00000493.781738 00000001.082841 00000000.007812
00021689.000000 00000422.557983 00000422.577484 00000000.782193 00000000.007812
00021662.000000 00000525.472595 00000525.496887 00000001.065229 00000000.007812
00020985.000000 00000587.822998 00000587.851013 00000001.083440 00000000.007812
00019653.000000 00000412.863342 00000412.884368 00000000.811479 00000000.007812
00020084.000000 00000503.269958 00000503.295013 00000001.109589 00000000.007812
00020635.000000 00000586.577148 00000586.605590 00000001.093384 00000000.007812
00021637.000000 00000430.512451 00000430.532348 00000000.782918 00000000.007812
00021777.000000 00000541.581543 00000541.606445 00000001.062267 00000000.007812
00021147.000000 00000580.915466 00000580.942932 00000001.079065 00000000.007812
00021514.000000 00000476.947052 00000476.969238 00000001.069164 00000000.007812
00022605.000000 00000444.401519 00000444.421203 00000000.770847 00000000.007812
00023266.000000 00000495.025848 00000495.047119 00000001.026304 00000000.007812
00023243.000000 00000516.020080 00000516.042236 00000001.026846 00000000.007812
00023234.000000 00000530.297790 00000530.320617 00000001.027029 00000000.007812
00023221.000000 00000537.648925 00000537.672058 00000001.027345 00000000.007812
00023259.000000 00000536.107604 00000536.130676 00000001.026441 00000000.007812
00022546.000000 00000532.794982 00000532.818603 00000001.043200 00000000.007812
00022703.000000 00000488.014617 00000488.036132 00000001.039950 00000000.007812
00023664.000000 00000481.820678 00000481.841033 00000001.018002 00000000.007812
00025222.000000 00000531.866943 00000531.888000 00000000.986004 00000000.007812
00102227.000000 00000503.287384 00000503.292297 00000002.737906 00000000.007812
00055859.000000 00000506.089813 00000506.098876 00000002.821479 00000000.007812
00024237.000000 00000465.268066 00000465.287261 00000003.652184 00000000.007812
00011489.000000 00000524.717224 00000524.762878 00000001.033423 00000000.007812
00011529.000000 00000511.393890 00000511.438262 00000001.031485 00000000.007812
00011652.000000 00000488.221832 00000488.263732 00000001.025918 00000000.007812
00011237.000000 00000434.124298 00000434.162933 00000001.045296 00000000.007812
00011128.000000 00000463.666687 00000463.708374 00000000.500000 00000000.007812
00011176.000000 00000469.641052 00000469.683074 00000001.048317 00000000.007812
00011022.000000 00000508.755371 00000508.801544 00000001.056069 00000000.007812
00010362.000000 00000571.728759 00000571.783935 00000001.090909 00000000.007812
00010474.000000 00000595.053222 00000595.110046 00000001.084494 00000000.007812
00010807.000000 00000561.465942 00000561.517883 00000001.066345 00000000.007812
00011375.000000 00000523.679199 00000523.725219 00000001.038153 00000000.007812
00009118.000000 00000379.916717 00000379.958374 00000000.500000 00000000.007812
00009132.000000 00000317.612976 00000317.647735 00000001.170389 00000000.007812
00011061.000000 00000540.948181 00000540.997070 00000001.053430 00000000.007812
00011518.000000 00000538.331176 00000538.377929 00000001.031429 00000000.007812
00010678.000000 00000583.971130 00000584.025817 00000001.073140 00000000.007812
00009614.000000 00000587.112792 00000587.173889 00000001.136779 00000000.007812
00010970.000000 00000486.214355 00000486.258667 00000001.058067 00000000.007812
00010954.000000 00000421.745391 00000421.783905 00000001.058882 00000000.007812
00010498.000000 00000437.500000 00000437.541687 00000000.499904 00000000.007812
00010610.000000 00000483.511535 00000483.557098 00000001.077002 00000000.007812
00010686.000000 00000551.298522 00000551.350158 00000001.072899 00000000.007812
00011069.000000 00000561.279052 00000561.329772 00000001.053121 00000000.007812
00009010.000000 00000642.045410 00000642.116699 00000001.179467 00000000.007812
00009478.000000 00000353.138732 00000353.175994 00000001.146022 00000000.007812
00012020.000000 00000492.524932 00000492.565918 00000001.009400 00000000.007812
00011965.000000 00000498.583343 00000498.625030 00000000.499958 00000000.007812
00011730.000000 00000472.027160 00000472.067413 00000001.021824 00000000.007812
00085655.000000 00000506.689971 00000506.695892 00000002.805218 00000000.007812
00027634.000000 00000441.485778 00000441.501770 00000187.722122 00000000.015625
00015595.000000 00000524.315551 00000524.349182 00000719.099243 00000000.015625
00015329.000000 00000513.895202 00000513.928710 00000723.226745 00000000.015625
00015096.000000 00000504.235626 00000504.269042 00000728.584045 00000000.015625
00015063.000000 00000506.985199 00000507.018859 00000730.868957 00000000.015625
00015027.000000 00000508.747619 00000508.781494 00000740.038635 00000000.015625
00014868.000000 00000509.974334 00000510.008636 00000746.479370 00000000.015625
00014992.000000 00000510.947326 00000510.981384 00000742.214538 00000000.015625
00014997.000000 00000517.558959 00000517.593444 00000767.814880 00000000.015625
00014449.000000 00000519.037109 00000519.072998 00000759.814941 00000000.015625
00014659.000000 00000505.856353 00000505.890869 00000768.885192 00000000.015625
00014551.000000 00000516.678833 00000516.714355 00000771.348449 00000000.015625
00014483.000000 00000513.182312 00000513.217773 00000770.878662 00000000.015625
00014151.000000 00000497.044586 00000497.079711 00000762.424682 00000000.015625
00014590.000000 00000519.581176 00000519.616821 00000776.605834 00000000.015625
00014366.000000 00000510.796630 00000510.832183 00000794.606201 00000000.015625
00014388.000000 00000507.791290 00000507.826568 00000764.965087 00000000.015625
00014374.000000 00000506.910125 00000506.945404 00000782.228454 00000000.015625
00014677.000000 00000515.066589 00000515.101684 00000785.849670 00000000.015625
00014737.000000 00000499.647094 00000499.680999 00000766.851196 00000000.015625
00014060.000000 00000517.921936 00000517.958801 00000788.568725 00000000.015625
00014272.000000 00000511.869506 00000511.905365 00000785.535156 00000000.015625
00014346.000000 00000502.207336 00000502.242340 00000772.956481 00000000.015625
00014288.000000 00000508.225280 00000508.260864 00000783.840454 00000000.015625
00014318.000000 00000502.907226 00000502.942352 00000776.540954 00000000.015625
00013978.000000 00000509.508605 00000509.545043 00000779.197998 00000000.015625
00013480.000000 00000522.091796 00000522.130554 00000795.056396 00000000.015625
00014384.000000 00000514.639160 00000514.674926 00000779.983825 00000000.015625
00014479.000000 00000513.999572 00000514.035095 00000794.664428 00000000.015625
00084911.000000 00000509.878601 00000509.884613 00000002.893959 00000000.015625
00027314.000000 00000549.590087 00000549.610229 00000002.848246 00000000.015625
00015015.000000 00000526.066772 00000526.101806 00000728.205139 00000000.015625
00014761.000000 00000511.021606 00000511.056243 00000725.380126 00000000.015625
00014493.000000 00000506.293762 00000506.328704 00000734.937011 00000000.015625
00014554.000000 00000508.316131 00000508.351043 00000730.069885 00000000.015625
00014595.000000 00000511.649047 00000511.684082 00000745.063110 00000000.015625
00014449.000000 00000504.810455 00000504.845397 00000750.403991 00000000.015625
00014511.000000 00000514.929016 00000514.964477 00000743.586242 00000000.015625
00014355.000000 00000519.248474 00000519.284667 00000776.749755 00000000.015625
00013136.000000 00000518.280029 00000518.319519 00000763.397583 00000000.015625
00011466.000000 00000502.582855 00000502.626709 00000773.768432 00000000.015625
00011492.000000 00000519.843505 00000519.888732 00000764.565795 00000000.015625
00013999.000000 00000517.227539 00000517.264465 00000776.132873 00000000.015625
00013790.000000 00000502.955322 00000502.991821 00000768.386169 00000000.015625
00013996.000000 00000520.363952 00000520.401123 00000778.693542 00000000.015625
00013841.000000 00000513.582763 00000513.619873 00000783.720397 00000000.015625
00013774.000000 00000509.943359 00000509.980377 00000785.406494 00000000.015625
00013481.000000 00000504.046997 00000504.084381 00000770.547058 00000000.015625
00013499.000000 00000511.347686 00000511.385589 00000789.527099 00000000.015625
00013647.000000 00000513.413330 00000513.450927 00000789.125244 00000000.015625
00013826.000000 00000505.853576 00000505.890167 00000783.185729 00000000.015625
00013875.000000 00000519.542663 00000519.580139 00000796.934997 00000000.015625
00013804.000000 00000504.984069 00000505.020660 00000781.972717 00000000.015625
00013805.000000 00000505.139373 00000505.175964 00000785.475524 00000000.015625
00013641.000000 00000503.459930 00000503.496826 00000782.472473 00000000.015625
00013773.000000 00000508.662048 00000508.698974 00000779.485961 00000000.015625
00013330.000000 00000519.643188 00000519.682189 00000784.758667 00000000.015625
00013536.000000 00000515.067443 00000515.105468 00000786.453308 00000000.015625
00011308.000000 00000461.427337 00000461.468170 00000003.402635 00000000.015625
00031953.000000 00000412.692871 00000412.705780 00000002.788846 00000000.015625
00022899.000000 00000479.370361 00000479.391296 00000001.034455 00000000.015625
00021679.000000 00000537.084289 00000537.109069 00000001.064717 00000000.015625
00022422.000000 00000556.275390 00000556.300170 00000001.046070 00000000.015625
00022512.000000 00000538.135925 00000538.159790 00000001.043843 00000000.015625
00023338.000000 00000508.078399 00000508.100189 00000001.024552 00000000.015625
00023213.000000 00000483.301727 00000483.322540 00000001.027441 00000000.015625
00022648.000000 00000445.672607 00000445.692291 00000000.770222 00000000.015625
00024356.000000 00000507.706359 00000507.727203 00000001.002586 00000000.015625
00023087.000000 00000496.433197 00000496.454711 00000001.030363 00000000.015625
00022841.000000 00000525.613830 00000525.636840 00000001.036031 00000000.015625
00022213.000000 00000559.328674 00000559.353820 00000001.051186 00000000.015625
00023611.000000 00000527.943786 00000527.966125 00000001.018550 00000000.015625
00023367.000000 00000526.875915 00000526.898437 00000001.024051 00000000.015625
00023182.000000 00000513.862121 00000513.884338 00000001.028211 00000000.015625
00022578.000000 00000444.543396 00000444.563079 00000000.771193 00000000.015625
00023597.000000 00000499.599853 00000499.621032 00000001.018900 00000000.015625
00024357.000000 00000510.020141 00000510.041076 00000001.002750 00000000.015625
00024377.000000 00000510.295593 00000510.316528 00000001.002338 00000000.015625
00024297.000000 00000510.547363 00000510.568359 00000001.003992 00000000.015625
00024376.000000 00000510.681030 00000510.701995 00000001.002338 00000000.015625
00024264.000000 00000511.460021 00000511.481109 00000001.004698 00000000.015625
00024352.000000 00000511.305267 00000511.326263 00000001.002833 00000000.015625
00024374.000000 00000511.453094 00000511.474060 00000001.002461 00000000.015625
00024159.000000 00000514.576293 00000514.597595 00000001.007409 00000000.015625
00020221.000000 00000605.766601 00000605.796569 00000001.106226 00000000.015625
