-0000007.824944 00000001.490806 00000001.327832 00000001.454417 00000002.782260
-0000009.528986 -0000005.295852 -0000005.403231 -0000002.043493 -0000000.274744
00000018.317150 -0000005.262631 -0000005.196845 00000017.533283 -0000002.848085
00000003.807573 -0000008.204163 -0000008.551908 -0000007.287215 00000001.939086
-0000005.304093 -0000004.459215 -0000004.315255 00000004.622114 -0000001.136911
-0000000.617641 00000005.474422 00000006.037458 -0000008.691048 00000001.458628
-0000083.342667 00000001.508344 00000001.145923 -0000012.782410 -0000004.903342
00000000.002891 00000000.128011 -0000000.169434 -0000034.747704 00000000.009132
00000017.480482 -0000002.985404 -0000002.950571 -0000005.816813 -0000005.032755
00000046.173061 -0000000.671970 -0000000.667843 00000000.776758 00000004.143581
-0000005.250767 00000008.816504 00000009.120108 -0000046.854942 00000000.294571
-0000024.809969 -0000000.817603 -0000000.867258 -0000015.974711 00000000.901858
00000029.828558 -0000005.075468 -0000004.939274 00000018.953407 -0000002.627343
00000015.919357 -0000001.702835 -0000001.173266 00000007.024802 00000009.954765
00000010.194495 00000000.727279 00000001.043489 00000005.741559 -0000015.888882
