00000001.421793 00000003.283213 00000000.919497 00000000.428598 -0000001.338505 00000000.463868 -0000001.118871 00000001.805751 00000004.070089 00000000.152378 -0000000.348566 00000001.403739 -0000000.915866 00000000.164842 -0000001.805615 00000002.946570 00000001.185868 00000000.241703 00000001.323346 -0000000.313362 00000000.439663 -0000000.497805 00000000.080243 -0000000.169854 -0000002.889474
-0000000.171791 00000001.243970 -0000004.197367 -0000002.755862 00000006.152346 00000001.431192 00000002.441870 00000001.791963 -0000004.703116 -0000003.111488 -0000002.889978 -0000002.154448 00000000.919232 00000000.121157 00000001.072357 00000000.141325 -0000001.684697 -0000002.039375 00000004.143644 00000002.659944 -0000002.731632 00000003.011048 00000002.081974 -0000001.685973 00000004.752300
00000000.120109 -0000000.871116 -0000004.530826 00000003.443235 -0000002.713619 00000000.469458 -0000000.157686 -0000000.520329 00000002.945841 00000009.847843 00000000.523851 00000000.002545 00000001.408584 -0000007.271263 -0000000.384307 00000002.441256 00000000.922416 00000000.930721 -0000000.538470 -0000002.530796 00000003.705532 -0000009.712198 -0000000.903199 -0000000.199168 00000000.640028
00000000.877886 00000001.851424 00000000.943307 00000000.879569 00000003.038051 00000003.705798 -0000000.489314 00000003.282111 -0000005.607738 00000004.605099 -0000003.497101 -0000004.720874 00000000.023844 -0000013.738028 00000005.535615 00000001.219531 -0000002.273867 -0000000.091669 00000006.630703 -0000002.794581 -0000003.329378 00000004.583257 -0000000.030533 -0000000.004889 00000001.603334
00000001.791764 -0000001.723452 -0000001.121898 00000000.086603 -0000000.098862 -0000001.573605 -0000000.579083 00000006.425970 00000002.989988 00000000.185684 00000005.353007 00000003.557285 -0000006.394456 -0000004.254890 -0000003.438048 00000005.187711 00000002.019085 00000001.565694 -0000003.302986 00000003.439519 00000003.811235 -0000007.459068 -0000000.119187 -0000000.192268 00000003.044636
00000001.921562 00000002.490416 00000007.581324 -0000000.283720 00000003.855628 00000004.116984 00000002.645801 -0000002.464898 -0000004.258679 00000001.966715 -0000006.483786 -0000005.665406 00000007.803273 -0000007.889239 -0000001.116713 -0000003.724791 -0000000.921559 -0000002.782300 00000001.682100 -0000005.839418 -0000002.358558 00000001.192711 00000001.066691 00000000.367415 -0000002.983295
-0000002.313173 -0000001.261219 00000006.881766 -0000000.288832 00000000.510688 00000001.744343 00000002.166744 -0000007.455867 -0000003.464353 00000000.259592 -0000002.203183 00000000.643360 00000004.651107 -0000002.787074 00000000.410252 -0000001.938579 -0000000.595581 -0000002.772218 00000003.347700 -0000001.777934 -0000000.251247 00000003.899339 00000001.877257 00000000.785424 -0000001.532471
00000001.079180 -0000000.786350 -0000000.038219 00000000.517278 -0000005.747983 00000001.930821 00000000.111675 00000001.393285 00000002.089481 00000005.777220 -0000002.817490 -0000002.377729 -0000000.727672 -0000003.741694 -0000003.161204 00000001.887790 00000000.489825 00000000.168643 00000004.066755 -0000005.644991 00000002.737643 -0000002.086581 00000000.977915 00000001.289941 -0000002.729436
00000002.871292 -0000002.107483 00000003.269414 00000001.221446 00000001.853487 00000007.255991 00000005.058236 00000004.320091 -0000004.395650 -0000000.203330 -0000003.685996 -0000004.823999 -0000000.420099 00000000.360021 00000002.578586 -0000005.479508 -0000001.756771 -0000003.402710 00000007.453373 00000000.834372 -0000000.373101 -0000002.226256 -0000000.015534 -0000001.823309 00000001.391190
00000000.264196 00000001.732698 -0000000.749899 -0000001.440652 00000005.261974 -0000000.861525 -0000000.523411 00000001.496472 -0000004.029925 -0000003.504837 -0000000.527200 -0000001.653564 00000001.359190 00000004.410664 00000001.312045 -0000002.593215 -0000001.025231 00000000.083965 00000002.469208 00000002.579826 -0000004.174134 00000003.192295 00000000.558758 -0000002.035000 00000000.780636
